elbow_pitch_joint,elbow_roll_joint,gripper_roll_joint,shoulder_pan_joint,shoulder_pitch_joint,wrist_pitch_joint,wrist_roll_joint
0.0051132692929521375,0,0,0,0.0021383692183125844,0.0051132692929520829,0
0,0,0,0,0,0.0051132692929523049,0
0.010226538585904275,0.0051132692929521375,0,0,-0.0096226614824066262,0.015339807878856249,-0.0051132692929521375
0.0051132692929521375,0,0,0,-0.012830215309875499,0.015339807878856471,0
0.0051132692929521375,-0.0051132692929521375,0,0,-0.014968584528188084,0.020453077171808554,0
0.010226538585904273,-0.0051132692929521375,0,0,-0.011761030700719211,0.015339807878856249,0
0.0051132692929521367,-0.0051132692929521375,0,0,-0.011761030700719197,0.015339807878856471,0
0.0051132692929521367,0,0,0,-0.0032075538274688731,0.020453077171808554,0
0.010226538585904275,0,0,-0.0051132692929521375,-0.0032075538274688731,0.015339807878856249,0.0051132692929521375
0.0051132692929521384,0,0,-0.0051132692929521375,-0.018176138355656971,0.025566346464760636,0
0.0051132692929521384,0,0,-0.0051132692929521375,-0.0064151076549377462,0.030679615757712941,0.0051132692929521375
0.010226538585904277,-0.0051132692929521375,0,-0.0051132692929521375,-0.018176138355656957,0.015339807878856471,0
0.0051132692929521384,-0.0051132692929521375,0,-0.0051132692929521375,-0.0074842922640940557,0.020453077171808554,0
0.0051132692929521384,-0.010226538585904275,0,-0.0051132692929521375,-0.011761030700719211,0.015339807878856249,0.0051132692929521375
0.010226538585904273,-0.010226538585904275,0,-0.0051132692929521375,-0.0042767384366251826,0.020453077171808554,0
0.0051132692929521349,-0.0051132692929521375,0,-0.0051132692929521375,-0.0096226614824066192,0.025566346464760858,0
0.0051132692929521349,-0.010226538585904275,0,-0.0051132692929521375,-0.010691846091562929,0.015339807878856471,0
0.010226538585904273,-0.010226538585904275,0,-0.0051132692929521375,-0.011761030700719211,0.015339807878856249,0.0051132692929521375
0.0051132692929521384,-0.010226538585904275,0,-0.0051132692929521375,-0.011761030700719211,0.020453077171808554,0.0051132692929521375
0.010226538585904277,-0.010226538585904275,0,-0.0051132692929521375,-0.0053459230457814644,0.015339807878856249,0.0051132692929521375
0.010226538585904277,-0.010226538585904275,0,-0.0051132692929521375,-0.0042767384366251826,0.020453077171808554,0.010226538585904275
0.010226538585904277,-0.015339807878856412,0,-0.0051132692929521375,-0.0085534768732503097,0.030679615757712941,0.010226538585904275
0.015339807878856415,-0.015339807878856412,0,-0.0051132692929521375,-0.010691846091562929,0.020453077171808554,0.0051132692929521375
0.010226538585904277,-0.015339807878856412,0,-0.0051132692929521375,-0.010691846091562873,0.015339807878856471,0.0051132692929521375
0.0051132692929521384,-0.015339807878856412,0,-0.010226538585904275,-0.011761030700719211,0.015339807878856249,0.010226538585904275
0.010226538585904277,-0.010226538585904275,0,-0.010226538585904275,-0.011761030700719211,0.015339807878856471,0.010226538585904275
0.010226538585904277,-0.015339807878856412,0,-0.010226538585904275,-0.012830215309875492,0.010226538585904388,0.010226538585904275
0.010226538585904277,-0.015339807878856412,0,-0.010226538585904275,-0.013899399919031774,0.020453077171808554,0.0051132692929521375
0.010226538585904277,-0.015339807878856412,0,-0.010226538585904275,-0.012830215309875492,0.020453077171808554,0.010226538585904275
0.010226538585904277,-0.02045307717180855,0,-0.010226538585904275,-0.012830215309875492,0.020453077171808554,0.015339807878856412
0.010226538585904277,-0.02045307717180855,0,-0.010226538585904275,-0.013899399919031774,0.015339807878856471,0.010226538585904275
0.015339807878856408,-0.02045307717180855,0,-0.010226538585904275,-0.012830215309875492,0.015339807878856249,0.010226538585904275
0.015339807878856408,-0.02045307717180855,0,-0.010226538585904275,-0.011761030700719211,0.010226538585904388,0.010226538585904275
0.015339807878856408,-0.02045307717180855,0,-0.010226538585904275,-0.010691846091562873,0.035792885050664802,0.010226538585904275
0.020453077171808547,-0.02045307717180855,0,-0.010226538585904275,-0.009622661482406647,0.030679615757712719,0.010226538585904275
0.020453077171808547,-0.02045307717180855,0,-0.010226538585904275,-0.009622661482406647,0.030679615757712719,0.010226538585904275
0.020453077171808547,-0.02045307717180855,0,-0.010226538585904275,-0.0085534768732503652,0.030679615757712941,0.010226538585904275
0.020453077171808547,-0.02045307717180855,0,-0.010226538585904275,-0.0074842922640939724,0.025566346464760858,0.010226538585904275
0.020453077171808547,-0.025566346464760685,0,-0.010226538585904275,-0.0064151076549378017,0.020453077171808554,0.015339807878856412
0.015339807878856415,-0.025566346464760685,0,-0.015339807878856412,-0.019245322964813183,0.020453077171808554,0.015339807878856412
0.015339807878856415,-0.025566346464760685,0,-0.015339807878856412,-0.018176138355656901,0.020453077171808554,0.02045307717180855
0.015339807878856415,-0.025566346464760685,0,-0.015339807878856412,-0.016037769137344449,0.015339807878856471,0.02045307717180855
0.015339807878856415,-0.025566346464760685,0,-0.015339807878856412,-0.013899399919031774,0.020453077171808554,0.015339807878856412
0.010226538585904277,-0.025566346464760685,0,-0.015339807878856412,-0.011761030700719211,0.025566346464760858,0.015339807878856412
0.010226538585904277,-0.025566346464760685,0,-0.015339807878856412,-0.011761030700719211,0.025566346464760858,0.015339807878856412
0.010226538585904277,-0.025566346464760685,0,-0.015339807878856412,-0.010691846091562818,0.020453077171808554,0.015339807878856412
0.015339807878856415,-0.030679615757712823,0.0051132692929521375,-0.015339807878856412,-0.0074842922640940834,0.025566346464760636,0.015339807878856412
0.015339807878856415,-0.030679615757712823,0.0051132692929521375,-0.015339807878856412,-0.021383692183125858,0.025566346464760636,0.015339807878856412
0.015339807878856415,-0.030679615757712823,0,-0.015339807878856412,-0.018176138355656901,0.025566346464760636,0.02045307717180855
0.015339807878856415,-0.030679615757712823,0,-0.015339807878856412,-0.010691846091562929,0.020453077171808554,0.02045307717180855
0.020453077171808554,-0.030679615757712823,0,-0.015339807878856412,-0.011761030700719211,0.015339807878856471,0.02045307717180855
0.020453077171808554,-0.030679615757712823,0,-0.015339807878856412,-0.011761030700719211,0.015339807878856471,0.02045307717180855
0.015339807878856415,-0.030679615757712823,0,-0.015339807878856412,-0.0085534768732503652,0.035792885050665024,0.02045307717180855
0.020453077171808554,-0.030679615757712823,0,-0.015339807878856412,-0.0064151076549376906,0.03067961575771283,0.02045307717180855
0.020453077171808554,-0.035792885050664962,0,-0.015339807878856412,-0.0042767384366252381,0.020453077171808554,0.025566346464760688
0.015339807878856415,-0.035792885050664962,0,-0.02045307717180855,-0.014968584528188056,0.020453077171808554,0.02045307717180855
