elbow_pitch_joint,elbow_roll_joint,gripper_roll_joint,shoulder_pan_joint,shoulder_pitch_joint,wrist_pitch_joint,wrist_roll_joint
0,0,0,0,0,0,0
0,0,0,0,0.0085534768732502542,0,0
-0.0051132692929521384,0,0,0,0.019245322964813294,-0.0051132692929521384,0
0.0051132692929521384,0,0,0,0.025660430619750985,-0.010226538585904277,0
0,0,0,0,0.032075538274688675,-0.0051132692929521384,0
0.010226538585904277,0.0051132692929521315,0,0,0.032075538274688897,0,0
0.015339807878856415,0.0051132692929521315,0,0,0.034213907493001239,0.0051132692929521384,-0.010226538585904277
0.015339807878856415,0.0051132692929521315,0,0,0.028867984447219719,0,0
0.015339807878856415,0.0051132692929521315,0,0.010226538585904277,0.034213907493001239,0.0051132692929521384,-0.0051132692929521384
0.015339807878856415,0.0051132692929521315,0,0.010226538585904277,0.048113307412033235,0.010226538585904277,-0.0051132692929521384
0.020453077171808554,0.0051132692929521315,0,0.010226538585904277,0.040629015147939151,0.010226538585904277,-0.015339807878856415
0.025566346464760692,0.0051132692929521315,0,0.010226538585904277,0.035283092102157632,0.0051132692929521384,-0.0051132692929521384
0.020453077171808554,0.0051132692929521315,0,0.010226538585904277,0.041698199757095544,0.0051132692929521384,-0.0051132692929521384
0.015339807878856415,0.0051132692929521315,0,0.010226538585904277,0.048113307412033235,0.0051132692929521384,-0.015339807878856415
0.020453077171808554,0.0051132692929521315,0,0.010226538585904277,0.035283092102157632,0.0051132692929521384,-0.0051132692929521384
0.020453077171808554,0.01022653858590427,0,0.010226538585904277,0.038490645929626588,0.0051132692929521384,-0.0051132692929521384
0.015339807878856415,0.01022653858590427,0,0.0051132692929521384,0.041698199757095544,0,-0.0051132692929521384
0.010226538585904277,0.01022653858590427,0,0.0051132692929521384,0.033144722883845068,0.0051132692929521384,-0.0051132692929521384
0.010226538585904277,0.01022653858590427,0,0.010226538585904277,0.036352276711313802,0.0051132692929521384,-0.0051132692929521384
0.010226538585904277,0.01022653858590427,0,0.0051132692929521384,0.039559830538782759,0.0051132692929521384,-0.0051132692929521384
0.015339807878856415,0.01022653858590427,0,0.010226538585904277,0.041698199757095322,0,-0.010226538585904277
0.015339807878856415,0.01022653858590427,0,0.010226538585904277,0.044905753584564279,0,-0.010226538585904277
0.015339807878856415,0.01022653858590427,0,0.0051132692929521384,0.047044122802876842,0.0051132692929521245,-0.010226538585904277
0.010226538585904277,0.015339807878856408,-0.0051132692929521375,0.0051132692929521384,0.038490645929626366,0.015339807878856401,-0.010226538585904277
0.015339807878856415,0.015339807878856408,0,0.010226538585904277,0.042767384366251715,0.010226538585904277,-0.010226538585904277
0.020453077171808554,0.015339807878856408,0,0.015339807878856415,0.042767384366251715,0.010226538585904277,-0.010226538585904277
0.015339807878856415,0.015339807878856408,0,0.010226538585904277,0.043836568975407886,0.010226538585904277,-0.020453077171808554
0.015339807878856415,0.015339807878856408,0,0.010226538585904277,0.042767384366251715,0.010226538585904277,-0.010226538585904277
0.010226538585904277,0.015339807878856408,0,0.010226538585904277,0.043836568975407886,0.010226538585904277,-0.010226538585904277
0.015339807878856415,0.015339807878856408,0,0.010226538585904277,0.042767384366251493,0.0051132692929521384,-0.010226538585904277
0.015339807878856415,0.015339807878856408,0,0.010226538585904277,0.041698199757095322,0.010226538585904277,-0.010226538585904277
0.010226538585904277,0.015339807878856408,0,0.010226538585904277,0.041698199757095322,0.0051132692929521384,-0.010226538585904277
0.010226538585904277,0.020453077171808547,0,0.010226538585904277,0.043836568975407886,0.010226538585904277,-0.015339807878856412
0.0051132692929521384,0.020453077171808547,0,0.010226538585904277,0.043836568975407886,0,-0.015339807878856412
0.010226538585904277,0.020453077171808547,-0.0051132692929521375,0.010226538585904277,0.043836568975407886,0.0051132692929521384,-0.015339807878856412
0.020453077171808554,0.020453077171808547,0,0.010226538585904277,0.041698199757095322,0.0051132692929521384,-0.015339807878856412
0.015339807878856415,0.020453077171808547,0,0.010226538585904277,0.042767384366251493,0.0051132692929521384,-0.015339807878856412
0.015339807878856415,0.020453077171808547,0,0.010226538585904277,0.042767384366251715,0,-0.015339807878856412
0.020453077171808554,0.020453077171808547,-0.0051132692929521375,0.010226538585904277,0.040629015147938929,0.0051132692929521384,-0.015339807878856412
0.020453077171808554,0.020453077171808547,-0.0051132692929521375,0.010226538585904277,0.040629015147938929,0.0051132692929521384,-0.015339807878856412
0.015339807878856415,0.020453077171808547,0,0.015339807878856412,0.039559830538782759,0.0051132692929521384,-0.015339807878856412
0.020453077171808554,0.020453077171808547,-0.0051132692929521375,0.015339807878856412,0.040629015147939151,0,-0.025566346464760688
